Player_Name,Full_Name,Country,Role,Primary_Batting_Phase,Best_to_Worst_Venues,General_Fielding_Position,Loose_Fielding_Position,Total_Dropped_Catches,Clash_Pace_Tactic,Clash_Spin_Tactic,Batting_Against_Him_Tactic,Coach_Tape_Suggestion,Primary_Threat_Bowler,Primary_Nightmare_Batter,Overall_Bat_SR,Pressure_Bat_SR_Death,Overall_Bowl_Econ,Pressure_Bowl_Econ_Death,Wickets,Balls_Bowled
Shoaib Malik,Not Available,Not Available,Batsman,Middle Order Anchor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Play out his deliveries on merit and wait for loose balls. ,Shoaib Malik is a Middle Order Anchor. Strongest at most grounds.,Not Available,Not Available,106.1,114.3,8.79,9.38,2,58
SK Rasheed,Not Available,Not Available,Batsman,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,SK Rasheed is a Top Order Aggressor. Strongest at most grounds. Beware of DL Chahar who owns this matchup.,DL Chahar,Not Available,106.0,0.0,0.0,0.0,0,0
JH Kallis,Not Available,Not Available,All-Rounder,Middle Order Anchor,"Eden Gardens > M Chinnaswamy Stadium > MA Chidambaram Stadium, Chepauk > Feroz Shah Kotla",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, JP Duminy completely owns this bowler. Emulate that aggressive footprint.",JH Kallis is a Middle Order Anchor. Strongest at Eden Gardens. Beware of RP Singh who owns this matchup. Keep away from JP Duminy who hits them at will.,RP Singh,JP Duminy,105.9,170.6,7.65,9.77,65,1799
JJ van der Wath,Not Available,Not Available,New Addition,Death Over Finisher,"MA Chidambaram Stadium, Chepauk",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, SE Marsh completely owns this bowler. Emulate that aggressive footprint.","JJ van der Wath is a Death Over Finisher. Strongest at MA Chidambaram Stadium, Chepauk.",Not Available,SE Marsh,105.9,116.7,10.18,11.0,3,76
HH Gibbs,Not Available,Not Available,Batsman,Top Order Aggressor,"Kingsmead > Eden Gardens > New Wanderers Stadium > Rajiv Gandhi International Stadium, Uppal",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,HH Gibbs is a Top Order Aggressor. Strongest at Kingsmead. Beware of Z Khan who owns this matchup.,Z Khan,Not Available,105.9,156.5,0.0,0.0,0,0
JEC Franklin,Not Available,Not Available,All-Rounder,Middle Order Anchor,"Wankhede Stadium > Eden Gardens > MA Chidambaram Stadium, Chepauk",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, RV Uthappa completely owns this bowler. Emulate that aggressive footprint.",JEC Franklin is a Middle Order Anchor. Strongest at Wankhede Stadium. Beware of B Kumar who owns this matchup. Keep away from RV Uthappa who hits them at will.,B Kumar,RV Uthappa,105.8,138.6,8.52,10.5,9,155
M Manhas,Not Available,Not Available,Batsman,Middle Order Anchor,"Feroz Shah Kotla > Subrata Roy Sahara Stadium > Dr DY Patil Sports Academy > Punjab Cricket Association Stadium, Mohali",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Elite threat. Treat with immense respect. Focus on rotating the strike and do not take unnecessary aerial risks. ,M Manhas is a Middle Order Anchor. Strongest at Feroz Shah Kotla. Beware of P Kumar who owns this matchup.,P Kumar,Not Available,105.8,128.4,6.0,8.0,0,42
RA Bawa,Not Available,Not Available,New Addition,Middle Order Anchor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,RA Bawa is a Middle Order Anchor. Strongest at most grounds.,Not Available,Not Available,105.6,200.0,0.0,0.0,0,0
Y Gnaneswara Rao,Not Available,Not Available,New Addition,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Play out his deliveries on merit and wait for loose balls. ,Y Gnaneswara Rao is a Top Order Aggressor. Strongest at most grounds.,Not Available,Not Available,105.6,0.0,7.0,0.0,0,6
Aman Hakim Khan,Not Available,Not Available,Batsman,Middle Order Anchor,"Narendra Modi Stadium, Ahmedabad",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,"Aman Hakim Khan is a Middle Order Anchor. Strongest at Narendra Modi Stadium, Ahmedabad. Beware of Rashid Khan who owns this matchup.",Rashid Khan,Not Available,105.5,134.1,13.0,0.0,0,6
P Kumar,Not Available,Not Available,All-Rounder,Death Over Finisher,"M Chinnaswamy Stadium > Punjab Cricket Association Stadium, Mohali > Wankhede Stadium > Rajiv Gandhi International Stadium, Uppal",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, KM Jadhav completely owns this bowler. Emulate that aggressive footprint.",P Kumar is a Death Over Finisher. Strongest at M Chinnaswamy Stadium. Beware of SL Malinga who owns this matchup. Keep away from KM Jadhav who hits them at will.,SL Malinga,KM Jadhav,105.3,109.7,7.4,9.92,90,2637
AC Thomas,Not Available,Not Available,Bowler,Death Over Finisher,"Dr DY Patil Sports Academy > Feroz Shah Kotla > MA Chidambaram Stadium, Chepauk",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, DA Warner completely owns this bowler. Emulate that aggressive footprint.",AC Thomas is a Death Over Finisher. Strongest at Dr DY Patil Sports Academy. Keep away from DA Warner who hits them at will.,Not Available,DA Warner,105.3,105.3,7.45,9.81,14,327
J Yadav,Not Available,Not Available,Bowler,Death Over Finisher,Shaheed Veer Narayan Singh International Stadium,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Elite threat. Treat with immense respect. Focus on rotating the strike and do not take unnecessary aerial risks. Historically, DA Warner completely owns this bowler. Emulate that aggressive footprint.",J Yadav is a Death Over Finisher. Strongest at Shaheed Veer Narayan Singh International Stadium. Keep away from DA Warner who hits them at will.,Not Available,DA Warner,105.3,106.9,6.71,6.95,8,398
RV Patel,Not Available,Not Available,Batsman,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Elite threat. Treat with immense respect. Focus on rotating the strike and do not take unnecessary aerial risks. ,RV Patel is a Death Over Finisher. Strongest at most grounds. Beware of RA Jadeja who owns this matchup.,RA Jadeja,Not Available,105.3,118.2,6.6,9.43,0,20
Y Nagar,Not Available,Not Available,Batsman,Death Over Finisher,Feroz Shah Kotla > New Wanderers Stadium,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,Y Nagar is a Death Over Finisher. Strongest at Feroz Shah Kotla. Beware of R Vinay Kumar who owns this matchup.,R Vinay Kumar,Not Available,105.2,132.6,10.42,0.0,4,72
YV Takawale,Not Available,Not Available,Batsman,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,YV Takawale is a Top Order Aggressor. Strongest at most grounds. Beware of SP Narine who owns this matchup.,SP Narine,Not Available,104.9,223.1,0.0,0.0,0,0
RR Powar,Not Available,Not Available,Bowler,Death Over Finisher,Kingsmead,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, NV Ojha completely owns this bowler. Emulate that aggressive footprint.",RR Powar is a Death Over Finisher. Strongest at Kingsmead. Keep away from NV Ojha who hits them at will.,L Balaji,NV Ojha,104.7,111.7,7.14,8.75,13,443
RJ Harris,Not Available,Not Available,All-Rounder,Death Over Finisher,"Himachal Pradesh Cricket Association Stadium > Punjab Cricket Association Stadium, Mohali > Vidarbha Cricket Association Stadium, Jamtha > M Chinnaswamy Stadium",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, MS Dhoni completely owns this bowler. Emulate that aggressive footprint.",RJ Harris is a Death Over Finisher. Strongest at Himachal Pradesh Cricket Association Stadium. Keep away from MS Dhoni who hits them at will.,Not Available,MS Dhoni,104.5,111.5,7.26,9.05,45,865
N Jagadeesan,Not Available,Not Available,Batsman,Middle Order Anchor,"Eden Gardens, Kolkata",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,"N Jagadeesan is a Middle Order Anchor. Strongest at Eden Gardens, Kolkata. Beware of Mohammed Shami who owns this matchup.",Mohammed Shami,Not Available,104.5,68.8,0.0,0.0,0,0
KA Jamieson,Not Available,Not Available,Bowler,Death Over Finisher,"Narendra Modi Stadium, Ahmedabad > MA Chidambaram Stadium, Chepauk, Chennai",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, R Parag completely owns this bowler. Emulate that aggressive footprint.","KA Jamieson is a Death Over Finisher. Strongest at Narendra Modi Stadium, Ahmedabad. Keep away from R Parag who hits them at will.",Not Available,R Parag,104.1,139.5,9.64,12.36,16,315
VVS Laxman,Not Available,Not Available,Batsman,Top Order Aggressor,"Rajiv Gandhi International Stadium, Uppal > Dr DY Patil Sports Academy > M Chinnaswamy Stadium",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,"VVS Laxman is a Top Order Aggressor. Strongest at Rajiv Gandhi International Stadium, Uppal. Beware of S Sreesanth who owns this matchup.",S Sreesanth,Not Available,104.1,50.0,0.0,0.0,0,0
S Gopal,Not Available,Not Available,All-Rounder,Death Over Finisher,Sawai Mansingh Stadium > Sheikh Zayed Stadium > M.Chinnaswamy Stadium > Dubai International Cricket Stadium,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, DJ Hooda completely owns this bowler. Emulate that aggressive footprint.",S Gopal is a Death Over Finisher. Strongest at Sawai Mansingh Stadium. Keep away from DJ Hooda who hits them at will.,Not Available,DJ Hooda,104.0,125.0,8.09,6.64,52,1000
JM Kemp,Not Available,Not Available,New Addition,Middle Order Anchor,Eden Gardens,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Play out his deliveries on merit and wait for loose balls. ,JM Kemp is a Middle Order Anchor. Strongest at Eden Gardens.,PP Ojha,Not Available,104.0,44.4,6.89,6.0,3,47
