Player_Name,Full_Name,Country,Role,Primary_Batting_Phase,Best_to_Worst_Venues,General_Fielding_Position,Loose_Fielding_Position,Total_Dropped_Catches,Clash_Pace_Tactic,Clash_Spin_Tactic,Batting_Against_Him_Tactic,Coach_Tape_Suggestion,Primary_Threat_Bowler,Primary_Nightmare_Batter,Overall_Bat_SR,Pressure_Bat_SR_Death,Overall_Bowl_Econ,Pressure_Bowl_Econ_Death,Wickets,Balls_Bowled,Team
PVSN Raju,Venkatapathy Raju,India,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,Not Available,100.0,100.0,10.97,10.5,1,29,Deccan Chargers
RG More,Ronit More,India,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,RV Uthappa,100.0,100.0,9.57,8.67,1,37,Chennai Super Kings
AR Bawne,Ankit Bawne,India,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,Not Available,100.0,100.0,0.0,0.0,0,0,Delhi Daredevils
DJ Malan,Dawid Malan,England,New Addition,Middle Order Anchor,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,100.0,0.0,0.0,0.0,0,0,Punjab Kings
Liton Das,Litton Das,Bangladesh,New Addition,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,Not Available,Not Available,100.0,0.0,0.0,0.0,0,0,Kolkata Knight Riders
Abdul Basith,Abdul Basith,India,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,Not Available,100.0,100.0,0.0,0.0,0,0,Rajasthan Royals
MD Shanaka,Dasun Shanaka,Sri Lanka,New Addition,Middle Order Anchor,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,100.0,100.0,0.0,0.0,0,0,Rajasthan Royals
SZ Mulani,Shams Mulani,India,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,Not Available,100.0,100.0,10.36,15.75,0,33,Mumbai Indians
Kumar Kushagra,Kumar Kushagra,India,New Addition,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,Not Available,Not Available,100.0,0.0,0.0,0.0,0,0,Delhi Capitals
VS Yeligati,V Yeligati,India,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,LA Pomersbach,100.0,100.0,11.06,13.0,0,32,Mumbai Indians
DT Patil,Dishant Patil,India,New Addition,Middle Order Anchor,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,100.0,400.0,0.0,0.0,0,0,Unattached
Mashrafe Mortaza,Mashrafe Mortaza,Bangladesh,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,AC Gilchrist,100.0,100.0,12.43,12.8,0,28,Kolkata Knight Riders
NJ Rimmington,Nathan Rimmington,Australia,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,Not Available,100.0,100.0,6.33,0.0,0,18,Pune Warriors India
AA Jhunjhunwala,Abhishek Jhunjhunwala,India,Batsman,Middle Order Anchor,"Sardar Patel Stadium, Motera",Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,JH Kallis,JA Morkel,99.5,130.2,8.8,12.0,1,88,Deccan Chargers
MG Johnson,Mitchell Johnson,Australia,All-Rounder,Death Over Finisher,"Wankhede Stadium > Eden Gardens > M Chinnaswamy Stadium > Punjab Cricket Association Stadium, Mohali",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,SP Narine,F du Plessis,99.4,106.8,7.88,8.98,62,1301,Kolkata Knight Riders
JDS Neesham,Jimmy Neesham,New Zealand,Bowler,Death Over Finisher,Sharjah Cricket Stadium > Sheikh Zayed Stadium,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Target this bowler aggressively. High economy rate suggests frequent loose boundary deliveries.,Vulnerable to aggressive intent. Look to disrupt their length early in the over.,Not Available,MK Pandey,98.9,89.4,9.03,20.0,8,222,Rajasthan Royals
MS Wade,Matthew Wade,Australia,Batsman,Top Order Aggressor,"Wankhede Stadium, Mumbai",Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,TA Boult,Not Available,98.9,0.0,0.0,0.0,0,0,Gujarat Titans
UT Yadav,Umesh Yadav,India,All-Rounder,Death Over Finisher,Feroz Shah Kotla > Eden Gardens > M.Chinnaswamy Stadium > M Chinnaswamy Stadium,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,RR Pant,98.6,103.5,8.15,9.92,144,3190,Gujarat Titans
HR Shokeen,Hrithik Shokeen,India,Bowler,Middle Order Anchor,"Wankhede Stadium, Mumbai > Dr DY Patil Sports Academy, Mumbai",Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Solid squad bowler. Exploit their lack of raw pace with calculated aggression.,D Pretorius,MK Pandey,98.5,121.1,8.85,24.0,5,213,Mumbai Indians
PA Reddy,Akshath Reddy,India,Batsman,Top Order Aggressor,"Rajiv Gandhi International Stadium, Uppal",Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,R Vinay Kumar,Not Available,98.2,300.0,0.0,0.0,0,0,Sunrisers Hyderabad
R Rampaul,Ravi Rampaul,West Indies,Bowler,Death Over Finisher,"M Chinnaswamy Stadium > MA Chidambaram Stadium, Chepauk > Sawai Mansingh Stadium",Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Elite threat. Treat with immense respect. Focus on rotating the strike and attacking others.,Frontline strike bowler. See off their best spells and attack the weaker backups.,Not Available,IK Pathan,98.1,100.0,6.67,11.02,16,278,Royal Challengers Bangalore
RJ Quiney,Rob Quiney,Australia,Batsman,Top Order Aggressor,Kingsmead,Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,S Tyagi,Not Available,98.1,33.3,0.0,0.0,0,0,Unattached
N Saini,Navdeep Saini,India,Batsman,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,Z Khan,Not Available,97.9,87.5,0.0,0.0,0,0,Rajasthan Royals
SB Styris,Scott Styris,New Zealand,All-Rounder,Middle Order Anchor,"Newlands > MA Chidambaram Stadium, Chepauk",Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Elite threat. Treat with immense respect. Focus on rotating the strike and attacking others.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,M Muralitharan,DJ Hussey,97.8,142.9,7.46,10.27,8,222,Chennai Super Kings
TA Boult,Trent Boult,New Zealand,Bowler,Death Over Finisher,"Wankhede Stadium, Mumbai > Arun Jaitley Stadium > Dubai International Cricket Stadium > MA Chidambaram Stadium, Chepauk, Chennai",Unknown,Not Available,0,Bowl short and at the body.,Keep it simple and at the stumps.,Watch out for the trademark first-over inswinger to the right-hander. Play with a straight bat.,Powerplay specialist. Do not chase wide deliveries early; protect your wickets in the first 6 overs.,Not Available,AB de Villiers,97.7,100.0,8.18,10.16,145,2871,Mumbai Indians
AB Barath,Adrian Barath,West Indies,Batsman,Middle Order Anchor,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,97.7,40.0,0.0,0.0,0,0,Kings XI Punjab
NK Patel,Niraj Patel,India,Batsman,Top Order Aggressor,"Punjab Cricket Association Stadium, Mohali",Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,DW Steyn,Not Available,97.6,160.9,0.0,0.0,0,0,Rajasthan Royals
JR Philippe,Josh Philippe,Australia,Batsman,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,Not Available,Not Available,97.5,50.0,0.0,0.0,0,0,Royal Challengers Bangalore
CA Pujara,Cheteshwar Pujara,India,Batsman,Top Order Aggressor,"Sharjah Cricket Stadium > Eden Gardens > M Chinnaswamy Stadium > Punjab Cricket Association Stadium, Mohali",Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,SK Trivedi,Not Available,96.8,109.3,0.0,0.0,0,0,Chennai Super Kings
